STORAGE_GEN_BLD_YRS_1,STORAGE_GEN_BLD_YRS_2,BuildStorageEnergy
Oahu_Battery_Bulk,2020,0.0
Oahu_Battery_Bulk,2023,1582.788
Oahu_Battery_Bulk,2025,815.0
Oahu_Battery_Bulk,2030,3028.3778339838623
Oahu_Battery_Bulk,2035,197.30101344197567
Oahu_Battery_Bulk,2040,2708.036568640464
Oahu_Battery_Bulk,2045,5468.311341446437
Oahu_Battery_Bulk,2050,365.6803632201818
Oahu_Battery_Conting,2020,0.0
Oahu_Battery_Conting,2023,0.0
Oahu_Battery_Conting,2025,0.0
Oahu_Battery_Conting,2030,0.0
Oahu_Battery_Conting,2035,0.0
Oahu_Battery_Conting,2040,0.0
Oahu_Battery_Conting,2045,0.0
Oahu_Battery_Conting,2050,0.0
Oahu_Battery_Reg,2020,0.0
Oahu_Battery_Reg,2023,0.0
Oahu_Battery_Reg,2025,0.0
Oahu_Battery_Reg,2030,0.0
Oahu_Battery_Reg,2035,0.0
Oahu_Battery_Reg,2040,0.0
Oahu_Battery_Reg,2045,0.0
Oahu_Battery_Reg,2050,0.0
Oahu_DistBattery,2020,127.764
Oahu_DistBattery,2023,103.184
Oahu_DistBattery,2025,33.096000000000004
Oahu_DistBattery,2030,133.548
Oahu_DistBattery,2035,307.32
Oahu_DistBattery,2040,331.168
Oahu_DistBattery,2045,338.03999999999996
Oahu_DistBattery,2050,307.32
