load_zone,period,AES,Airport_DSG,Battery_Bulk,CIP_CT,CentralTrackingPV,DistBattery,FlatDistPV,H-Power,Hawaii_Cogen,IC_Schofield,Kahe_1,Kahe_2,Kahe_3,Kahe_4,Kahe_5,Kahe_6,Kalaeloa_CC1,Kalaeloa_CC2,Kalaeloa_CC3,OffshoreWind,OnshoreWind,SlopedDistPV,Tesoro_Hawaii,Waiau_10,Waiau_3,Waiau_4,Waiau_5,Waiau_6,Waiau_7,Waiau_8,Waiau_9,GeneratePumpedHydro
Oahu,2020,1419.854568910977,0.0,4.1667445323209326e-14,0.0,432.3876418999522,22.892593416114472,445.87179492735606,374.92800000000045,92.74500000000002,0.0,329.90795774663826,323.0209834938097,354.7393475662717,349.39311708516465,557.8546845427123,495.7665764391598,758.1858321870693,577.5635488308112,74.83934385703415,0.0,184.37447928147242,474.2252352106098,153.4790000000003,0.0,0.0,0.0,0.0,0.0,246.09758861062292,270.0753444078594,0.0,0.0
Oahu,2021,1413.2753321973416,0.0,0.0,0.0,440.7376273733623,46.501585022429175,495.1426744910813,374.92800000000005,92.74500000000003,0.0,323.9756560275709,322.5909160935355,349.68533645575707,344.1972677540387,550.2608882857292,492.45112129482095,780.415076646471,424.6551581843193,68.20073910520493,0.0,262.83146472595695,474.2252352105995,153.47900000000016,0.0,0.0,0.0,0.0,0.0,240.88576797389612,273.5139496479888,0.0,9.285201939434708e-12
Oahu,2022,1379.6559805887825,0.0,192.2747762412654,0.0,773.5441912421466,63.77173107988616,533.2687515780915,374.9280000000004,92.74500000000005,0.0,319.74,321.4919999999994,323.6165309491063,321.1484614465725,492.8715362653513,474.4729889958743,700.6724642166184,310.24497936726283,35.228178187435326,0.0,262.8314647259568,474.2252352106099,153.47900000000033,0.0,0.0,0.0,0.0,0.0,236.5200000000004,251.70405568281393,0.0,0.0
Oahu,2023,0,0.0,292.40533264034906,0.0,1082.425660165311,89.3263193277941,565.27228324456,374.92800000000005,92.74500000000003,0.0,49.55816789890289,555.7799037163442,719.9401090719599,451.16424076126964,1152.1324673875056,0.0,788.4,788.4,245.2799999999997,0.0,262.83146472595695,474.22523521061015,153.47900000000016,0.0,0.0,0.0,0.0,0.0,1.2814406171995527,36.230793672627186,0.0,0.0
Oahu,2024,0,0.0,432.6131070468488,0.0,1494.547978291478,81.62145523589473,603.8191079306914,374.9280000000004,92.74500000000005,0.0,0.0,382.0744843161654,692.6374544234484,307.46845439160455,1124.0554359221787,0.0,788.3999999999994,788.3999999999994,245.28000000000023,0.0,262.831464725957,474.2252352106101,153.47900000000035,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Oahu,2025,0,0.0,589.0543050303664,0.0,1849.400381028976,68.83724337655782,644.4279297791809,374.92800000000005,92.74500000000003,0.0,0.0,245.96175178853568,651.4850796317447,124.53908558553636,1031.590967456589,0.0,788.4,788.4,245.2799999999997,0.0,262.83146472595695,474.2252352106101,153.47900000000016,0.0,0,0,0.0,0.0,0.0,11.513223978030037,0.0,0.0
Oahu,2026,0,0.0,763.9025123021432,0.0,2207.215950839628,89.87242112532279,687.6513974222079,374.9280000000004,92.74500000000005,0.0,0.0,74.514417049124,441.0946776261126,69.35588825967292,943.5937496960142,0.0,785.942623375211,788.3999999999995,222.76995493198157,0.0,393.5931071334303,474.2252352106102,153.47900000000035,0.0,0,0,0.0,0.0,0.0,15.557878042728646,0.0,0.0
Oahu,2027,0,0.0,920.6747661494882,0.0,2567.5381448394764,96.30309175017263,726.3973100408438,374.92800000000005,92.74500000000003,0.0,0.0,46.87197626822099,289.78471675674524,11.634211829436019,769.8888927904886,0.0,759.7823933975243,708.6020632737276,212.7104305407933,0.0,524.3547495409039,467.45266454531,153.47900000000016,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Oahu,2028,0,0.0,1064.4603006858722,0.0,2861.3481600845157,121.184144259978,735.9450284658267,374.9280000000004,92.74500000000005,1.469338606858307,0.0,38.1735777166439,260.9138373974247,46.33580309759627,385.9477712224658,0.0,707.776169188445,733.211219925123,195.0190465034506,0.0,653.0287242094761,456.8797023880151,153.47900000000033,0.0,0,0,0,0,9.70064134166796,0.0,0.0,0.0
Oahu,2029,0,0.0,1253.6921155915202,0.0,3135.257070233866,126.98039466220872,719.9671055299641,374.92800000000005,92.74500000000003,0.0,0.0,0.0,128.04702678596013,22.745782917084128,296.37145579041834,0.0,709.9290165061902,643.5919483002256,159.2770468649962,0.0,783.9055855660199,431.0043224600452,153.47900000000016,0.0,0,0,0,0,0.0,0.0,0.0,0.0
Oahu,2030,0,0.0,1357.5258049555403,0.0,3508.9896123443345,130.30063127375593,787.8100972070708,374.9280000000004,92.74500000000005,0.0,0.0,10.658602475928474,80.20544626150017,0.0,114.40734254838576,0.0,643.1113424975897,424.2954800550207,74.49431688660677,0.0,914.397755493242,413.15808578092884,153.47900000000035,0.0,0,0,0,0,0.0,0.0,0.0,285.5019531562111
Oahu,2031,0,0.0,1361.8338983865544,0.0,3522.3660306040833,153.45566570052043,832.3204494369066,374.92800000000005,92.74500000000003,0.0,0.0,10.658602475928474,73.70283246571007,0.0,111.34692132596147,0.0,727.7855638960632,320.99917469050865,65.30745161974843,0.0,914.1154476410862,403.79623602615897,153.47900000000016,0.0,0,0,0,0,0.0,0.0,0.0,281.49735765190366
Oahu,2032,0,0.0,1378.4423371525502,0.0,3563.73006910663,165.50917927840484,861.7885791694855,374.92800000000045,92.74500000000003,0.0,0.0,10.658602475928474,77.42259723269935,0.0,106.09701546797163,0.0,700.9596616419883,356.30509018235995,69.97342305828184,0.0,914.3654728518752,413.48961837301,153.47900000000035,0.0,0,0,0,0,0,0,0.0,286.0703821166703
Oahu,2033,0,0.0,1404.1666056685149,0.0,3559.488934167644,166.0326806948146,923.9234578705007,374.92800000000005,92.74500000000003,0.0,0.0,10.658602475928474,78.7689652488811,0.0,89.96695400997123,0.0,704.7636352160615,350.746423658872,72.12535232869702,0.0,914.4018381653465,421.90695179763344,153.47900000000016,0.0,0,0,0,0,0,0,0.0,293.34341071379424
Oahu,2034,0,0.0,1407.4741091685073,0.0,3590.3898203468375,189.16222625132457,959.7537372792673,374.92800000000045,92.74500000000003,0.0,0.0,10.658602475928474,77.40227306561407,0.0,69.0510939426194,0.0,676.389946951203,411.74711141678154,72.49623900593018,0.0,914.4546877203989,429.29484256214647,153.47900000000033,0.0,0,0,0,0,0,0,0.0,318.83461971943933
Oahu,2035,0,0.0,1436.6170121419657,0.0,3637.3687295602726,190.090276995422,1002.0704388855677,374.92800000000005,92.74500000000005,0.0,0.0,10.658602475928474,71.89135026344567,0.0,78.23242246555327,0.0,713.2859992735424,385.3436038514442,64.4633551665217,0.0,914.4914703217743,415.2135835736582,153.47900000000013,0.0,0,0,0,0,0,0,0.0,320.2250060767061
Oahu,2036,0,0.0,1450.333622337351,0.0,3727.13021572896,216.94720862381618,991.7576450943835,374.92800000000045,92.74500000000003,0.0,0,0,70.77124081282264,12.667458046767536,85.27155525205247,0.0,704.4702675358592,385.3436038514443,58.5254552139915,0.0,913.6915767599586,453.1153912892052,153.47900000000033,0.0,0,0,0,0,0,0,0.0,333.6109417678848
Oahu,2037,0,0.0,1480.8785456341889,0.0,3769.960628048445,224.92367676373374,991.2898770408898,374.92800000000005,92.74500000000005,2.7061573042604286,0,0,66.24503988995863,12.667458046767525,75.85174821119703,0.0,692.0039246133782,367.7211829436038,59.40433941314424,0.0,914.4546877203987,520.2779873851846,153.47900000000016,0.0,0,0,0,0,0,0,0.0,338.51064694053326
Oahu,2038,0,0.0,1508.3655122654063,0.0,3846.4458740428076,228.60494016020067,998.7985334357003,374.92800000000045,92.74500000000003,0.0,0,0,63.69410129183,12.667458046767525,84.85748383874824,0.0,660.9874455137577,370.62812929848707,65.73658514623155,0.0,913.5502584326092,553.7703423822428,153.47900000000033,0.0,0,0,0,0,0,0,0.0,328.3965330901182
Oahu,2039,0,0.0,1517.530353567142,0.0,3931.3930642420173,256.1128940759787,985.4017758536315,374.92800000000005,92.74500000000006,0.0,0,0,62.11898809546333,12.667458046767525,77.96331717681478,0.0,661.7944282378701,370.6281292984869,64.06116938232883,0.0,913.603979525102,600.0331408204913,153.47900000000013,0.0,0,0,0,0,0,0,0.0,338.21506012220925
Oahu,2040,0,0.0,1559.8798359460102,3.177056396148556,4015.458331352774,272.3387132432682,967.4154970547594,374.92800000000045,92.74500000000003,0.0,0,0,0,0,115.58748495924542,40.576470965410074,661.3607421108846,372.1290187802323,63.8503988995874,0.0,913.389794026037,662.3555549915375,153.47900000000033,0.0,0,0,0,0,0,0,0.0,338.68669241567363
Oahu,2041,0,0.0,1650.915151415925,1.588528198074278,4241.777593838096,290.37249774611723,973.0337862509066,374.92800000000005,92.74500000000006,0.7089164071255485,0,0,0,0,104.81544841815688,33.325453357455785,642.8389650818133,326.7076341127923,51.19583033765182,0.0,922.9973890779329,618.9383622890256,153.47900000000016,0.0,0,0,0,0,0,0,0.0,327.2993776874874
Oahu,2042,0,0.0,1721.2698658345425,0.0,4344.199589380215,289.6546455570841,1053.8171283989534,374.92800000000045,92.74500000000003,1.8584840390067492,0,0,0,0,105.00481276629036,29.66651719394771,710.5332251201337,199.63039889958745,35.81300504164317,0.0,991.972981187693,571.8005677442698,153.47900000000033,0.0,0,0,0,0,0,0,0.0,314.4589319850084
Oahu,2043,0,0.0,1807.7817738564281,0.0,4501.368434670205,295.50291467338616,1041.867616048313,374.92800000000005,92.74500000000006,1.4058365104413104,0,0,0,0,99.26826480449644,22.672374140302612,698.7201265429818,177.03755158184325,37.292731465739585,0.0,991.5618357610173,600.7266677428247,153.47900000000016,0.0,0,0,0,0,0,0,0.0,302.6972328862803
Oahu,2044,0,0.0,1782.9848973005978,0.0,4417.381609616391,210.1745548637826,958.1459409400535,374.92800000000045,92.74500000000002,0.0,0,0,0,0,74.23345147728257,21.749108439640285,635.2641006401152,189.8401650618983,28.275451374836805,362.52397144789705,988.847886381721,627.3184071150993,153.47900000000033,0.0,0,0,0,0,0,0,0.0,296.6946876780062
Oahu,2045,0,3.992407152682264,1859.4653924987651,35.06108665749666,4823.339316114728,277.7006276101654,999.1524756965063,374.92800000000005,0,46.60581072902341,0,0,0,0,0,0,140.79862448418163,210.65570839064648,32.087014550416434,725.576373729356,990.3826393777181,647.8770392525905,0,8.417793672627235,0,0,0,0,0,0,8.92387345254471,293.7553336518105
Oahu,2046,0,1.2370839064649242,1376.3531879636676,19.06233837689134,4161.277837196992,192.53158447413904,840.3852324213447,374.92800000000045,0,67.34220880330128,0,0,0,0,0,0,121.36877579092166,104.37895460797813,17.663728030286805,1800.1260115691969,989.1531757392263,573.4771736469578,0,4.910379642365887,0,0,0,0,0,0,5.949248968363137,303.15495011441203
Oahu,2047,0,0.8996973865199449,898.0162524011189,19.06233837689134,3515.842815153465,219.10889009981426,681.0312349977916,374.92800000000005,0,34.87670894085286,0,0,0,0,0,0,66.15185694635497,89.82916093535079,13.62664707057371,2841.736207696257,975.0764780197994,497.38677287622704,0,4.910379642365887,0,0,0,0,0,0,0.0,268.81822757753105
Oahu,2048,0,4.321760660247595,769.3990082796811,15.885281980742782,2937.9270283671503,125.9889694934156,650.5034750561894,374.92800000000045,0,0.0,0,0,0,0,0,0,59.91623108665755,49.162035763411325,11.363651072590935,3730.839750093631,926.324847035429,392.2584099147359,0,7.014828060522697,0,0,0,0,0,0,2.9746244841815717,224.4900748089178
Oahu,2049,0,1.124621733149931,634.9894300451995,12.708225584594224,2580.0225120483074,162.0956974099811,658.7844864550444,374.92800000000005,0,0.0,0,0,0,0,0,0,66.24222833562592,15.182393397524075,4.705949686328277,4250.703834635151,838.5104516676666,404.42111797301885,0,4.910379642365887,0,0,0,0,0,0,0.7436561210453931,181.87689646483736
Oahu,2050,0,5.79983493810179,636.7575621819049,25.529917469050922,2454.233042977924,129.83687901873728,518.605354311785,0,0,0.0,0,0,0,0,0,0,40.667125171939524,15.182393397524075,4.723411279229712,5068.8395830502095,743.2367612577161,393.36845736449635,0,0,0,0,0,0,0,0,0,186.71058187429142
